Main ID,Incident ID,Incident Type,Region of Incident,Website Date,Incident year,Reported Month,Number of Dead,Number of Missing,Total Number of Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Region of Origin,Cause,Country of Origin,Migration route,Location of death,Information Source,Coordinates,UNSD Geographical Grouping,Article title,Source Quality,URL,Latitude,Longitude
2022.MMP1461,2022.MMP1461,Incident,North America,22/09/2022,2022,September,1,,1,,,1,,Central America,Harsh Environment,Mexico,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.100171, -111.382204",Northern America,,5,https://humaneborders.info/app/mapa.asp,32.100171,-111.382204
2022.MMP1462,2022.MMP1462,Incident,North America,27/09/2022,2022,September,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.82078, -112.51583",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.82078,-112.51583
2022.MMP1463,2022.MMP1463,Incident,North America,28/09/2022,2022,September,1,,1,,,1,,Central America,Mixed/ Unknown,Guatemala,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.84885, -112.473433",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.84885,-112.473433
2022.MMP1464,2022.MMP1464,Incident,North America,29/09/2022,2022,September,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.800483, -112.436883",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.800483,-112.436883
2022.MMP1465,2022.MMP1465,Incident,North America,12/10/2022,2022,October,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.82982, -112.5687",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.82982,-112.5687
2022.MMP1466,2022.MMP1466,Incident,North America,13/10/2022,2022,October,1,,1,,,1,,Caribbean,Mixed/ Unknown,Dominican,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.884289, -112.831137",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.884289,-112.831137
2022.MMP1467,2022.MMP1467,Incident,North America,21/10/2022,2022,October,1,,1,,,1,,Central America,Mixed/ Unknown,Guatemala,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.484091, -111.117096",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.484091,-111.117096
2022.MMP1468,2022.MMP1468,Incident,North America,21/10/2022,2022,October,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.32169, -113.24019",Northern America,,5,https://humaneborders.info/app/mapa.asp,32.32169,-113.24019
2022.MMP1469,2022.MMP1469,Incident,North America,24/10/2022,2022,October,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.46757, -111.17747",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.46757,-111.17747
2022.MMP1470,2022.MMP1470,Incident,North America,25/10/2022,2022,October,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.46327, -111.48268",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.46327,-111.48268
2022.MMP1471,2022.MMP1471,Incident,North America,01/11/2022,2022,November,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.43111, -113.13286",Northern America,,5,https://humaneborders.info/app/mapa.asp,32.43111,-113.13286
2022.MMP1472,2022.MMP1472,Incident,North America,01/11/2022,2022,November,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.44849, -113.13407",Northern America,,5,https://humaneborders.info/app/mapa.asp,32.44849,-113.13407
2022.MMP1473,2022.MMP1473,Incident,North America,01/11/2022,2022,November,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.44538, -113.13481",Northern America,,5,https://humaneborders.info/app/mapa.asp,32.44538,-113.13481
2022.MMP1474,2022.MMP1474,Incident,North America,05/11/2022,2022,November,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.66915, -111.0677",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.66915,-111.0677
2022.MMP1475,2022.MMP1475,Incident,North America,11/11/2022,2022,November,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.20053, -113.13171",Northern America,,5,https://humaneborders.info/app/mapa.asp,32.20053,-113.13171
2022.MMP1476,2022.MMP1476,Incident,North America,14/11/2022,2022,November,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.9774, -112.1329",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.9774,-112.1329
2022.MMP1477,2022.MMP1477,Incident,North America,14/11/2022,2022,November,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.977, -112.128",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.977,-112.128
2022.MMP1478,2022.MMP1478,Incident,North America,14/11/2022,2022,November,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.980053, -112.132096",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.980053,-112.132096
2022.MMP1479,2022.MMP1479,Incident,North America,15/11/2022,2022,November,1,,1,,1,,,Central America,Drowning,Mexico,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.379167, -109.70075",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.379167,-109.70075
2022.MMP1480,2022.MMP1480,Incident,North America,18/11/2022,2022,November,1,,1,,1,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.984896, -112.139679",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.984896,-112.139679
2022.MMP1481,2022.MMP1481,Incident,North America,18/11/2022,2022,November,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.984745, -112.14043",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.984745,-112.14043
2022.MMP1482,2022.MMP1482,Incident,North America,18/11/2022,2022,November,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.97781, -112.13866",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.97781,-112.13866
2022.MMP1483,2022.MMP1483,Incident,North America,11/12/2022,2022,December,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.9817, -111.3315",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.9817,-111.3315
2022.MMP1484,2022.MMP1484,Incident,North America,22/12/2022,2022,December,1,,1,,,1,,Central America,Violence,Guatemala,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.85138, -111.57458",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.85138,-111.57458
2022.MMP1485,2022.MMP1485,Incident,North America,23/12/2022,2022,December,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.376949, -111.498134",Northern America,,5,https://humaneborders.info/app/mapa.asp,32.376949,-111.498134
2022.MMP1486,2022.MMP1486,Incident,North America,23/12/2022,2022,December,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.7218, -111.50664",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.7218,-111.50664
2022.MMP1487,2022.MMP1487,Incident,North America,26/12/2022,2022,December,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.472078, -113.138395",Northern America,,5,https://humaneborders.info/app/mapa.asp,32.472078,-113.138395
2022.MMP1488,2022.MMP1488,Incident,North America,30/12/2022,2022,December,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.66124, -111.16589",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.66124,-111.16589
2022.MMP1489,2022.MMP1489,Incident,North America,17/05/2022,2022,May,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Terrell County Sheriff's Office, Texas, USA (see coordinates for exact location)",Terrell County Sheriff's Office,"30.42503, -102.239",Northern America,,5,,30.42503,-102.239
2022.MMP1491,2022.MMP1491,Incident,North America,29/05/2022,2022,May,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Terrell County Sheriff's Office, Texas, USA (see coordinates for exact location)",Terrell County Sheriff's Office,"29.98876, -102.3575",Northern America,,5,,29.98876,-102.3575
2022.MMP1492,2022.MMP1492,Incident,North America,11/06/2022,2022,June,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Terrell County Sheriff's Office, Texas, USA (see coordinates for exact location)",Terrell County Sheriff's Office,"29.909, -101.7609",Northern America,,5,,29.909,-101.7609
2022.MMP1493,2022.MMP1493,Incident,North America,13/06/2022,2022,June,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Terrell County Sheriff's Office, Texas, USA (see coordinates for exact location)",Terrell County Sheriff's Office,"29.90606, -102.10989",Northern America,,5,,29.90606,-102.10989
2022.MMP1494,2022.MMP1494,Incident,North America,22/06/2022,2022,June,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Terrell County Sheriff's Office, Texas, USA (see coordinates for exact location)",Terrell County Sheriff's Office,"29.89553, -101.84912",Northern America,,5,,29.89553,-101.84912
2022.MMP1495,2022.MMP1495,Incident,North America,06/07/2022,2022,July,1,,1,,1,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Terrell County Sheriff's Office, Texas, USA (see coordinates for exact location)",Terrell County Sheriff's Office,"30.06086, -102.29424",Northern America,,5,,30.06086,-102.29424
2022.MMP1496,2022.MMP1496,Incident,North America,12/07/2022,2022,July,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Terrell County Sheriff's Office, Texas, USA (see coordinates for exact location)",Terrell County Sheriff's Office,"30.0442, -102.1134",Northern America,,5,,30.0442,-102.1134
2022.MMP1497,2022.MMP1497,Incident,North America,27/07/2022,2022,July,1,,1,,1,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Terrell County Sheriff's Office, Texas, USA (see coordinates for exact location)",Terrell County Sheriff's Office,"29.8995968, -101.799197",Northern America,,5,,29.8995968,-101.799197
2022.MMP1498,2022.MMP1498,Incident,North America,03/08/2022,2022,August,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Terrell County Sheriff's Office, Texas, USA (see coordinates for exact location)",Terrell County Sheriff's Office,"29.94657, -101.76691",Northern America,,5,,29.94657,-101.76691
2022.MMP1499,2022.MMP1499,Incident,North America,11/08/2022,2022,August,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Terrell County Sheriff's Office, Texas, USA (see coordinates for exact location)",Terrell County Sheriff's Office,"29.84786, -102.08442",Northern America,,5,,29.84786,-102.08442
2022.MMP1500,2022.MMP1500,Incident,North America,12/08/2022,2022,August,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Terrell County Sheriff's Office, Texas, USA (see coordinates for exact location)",Terrell County Sheriff's Office,"30.2412, -102.4424",Northern America,,5,,30.2412,-102.4424
2022.MMP1501,2022.MMP1501,Incident,North America,31/08/2022,2022,August,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Terrell County Sheriff's Office, Texas, USA (see coordinates for exact location)",Terrell County Sheriff's Office,"29.88728, -101.85535",Northern America,,5,,29.88728,-101.85535
2022.MMP1502,2022.MMP1502,Incident,North America,30/10/2022,2022,October,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Terrell County Sheriff's Office, Texas, USA (see coordinates for exact location)",Terrell County Sheriff's Office,"30.043516, -101.776434",Northern America,,5,,30.043516,-101.776434
